1007.467000 96493.740000 195752.580000 2 4
1009.858000 43003.300000 142027.100000 2 4
1010.083000 43025.300000 142027.100000 4 4
1010.371000 43053.600000 142027.100000 6 4
1010.542000 110665.560000 209622.320000 4 6
1010.588000 110624.170000 209576.460000 2 4
1010.834000 110624.170000 209552.360000 2 2
1011.011000 110665.560000 209576.460000 4 4
1011.257000 110665.560000 209552.360000 4 2
1036.337000 0.000000 96493.740000 2 2
1037.018000 63.420000 96493.740000 4 2
1063.279000 74930.100000 168978.770000 6 8
1063.284000 74930.100000 168978.340000 6 6
1063.313000 74932.620000 168978.340000 4 6
1065.891000 74930.100000 168748.300000 6 4
1065.920000 74932.620000 168748.300000 4 4
1066.133000 74932.620000 168729.530000 4 2
1074.820000 116537.650000 209576.460000 2 4
1075.099000 116537.650000 209552.360000 2 2
1085.710000 74930.100000 167035.710000 6 6
1085.740000 74932.620000 167035.710000 4 6
1086.241000 74930.100000 166990.730000 6 4
1086.270000 74932.620000 166990.730000 4 4
1086.549000 74932.620000 166967.130000 4 2
1091.937000 110624.170000 202204.520000 2 2
1092.232000 110624.170000 202179.850000 2 4
1092.431000 110665.560000 202204.520000 4 2
1092.726000 110665.560000 202179.850000 4 4
1108.002000 96493.740000 186746.300000 2 4
1108.007000 96493.740000 186745.900000 2 2
1110.767000 131724.370000 221752.260000 2 4
1110.884000 131724.370000 221742.790000 2 2
1110.905000 131735.520000 221752.260000 4 4
1111.021000 131735.520000 221742.790000 4 2
1111.045000 131724.370000 221729.690000 2 4
1111.180000 131735.520000 221729.920000 4 6
1111.183000 131735.520000 221729.690000 4 4
1111.455000 131735.520000 221707.710000 4 6
1113.471000 131735.520000 221544.810000 4 6
1118.949000 131724.370000 221093.950000 2 4
1119.089000 131735.520000 221093.950000 4 4
1120.124000 110665.560000 199941.410000 4 6
1126.986000 43003.300000 131735.520000 2 4
1127.128000 43003.300000 131724.370000 2 2
1127.266000 43025.300000 131735.520000 4 4
1127.408000 43025.300000 131724.370000 4 2
1127.626000 43053.600000 131735.520000 6 4
1133.082000 110624.170000 198879.010000 2 2
1133.259000 110624.170000 198865.250000 2 4
1133.614000 110665.560000 198879.010000 4 2
1133.791000 110665.560000 198865.250000 4 4
1134.064000 110665.560000 198844.000000 4 6
1138.936000 110624.170000 198425.430000 2 4
1139.332000 110665.560000 198436.310000 4 6
1139.473000 110665.560000 198425.430000 4 4
1141.625000 74930.100000 162524.570000 6 4
1141.657000 74932.620000 162524.570000 4 4
1141.745000 74932.620000 162517.890000 4 2
1156.070000 96493.740000 182993.660000 2 4
1156.076000 96493.740000 182993.230000 2 2
1163.613000 110624.170000 196563.410000 2 4
1163.688000 110624.170000 196557.870000 2 2
1164.060000 110665.560000 196571.820000 4 6
1164.174000 110665.560000 196563.410000 4 4
1164.249000 110665.560000 196557.870000 4 2
1167.312000 116537.650000 202204.520000 2 2
1167.649000 116537.650000 202179.850000 2 4
1173.830000 131735.520000 216927.000000 4 6
1174.696000 110624.170000 195752.580000 2 4
1175.084000 110665.560000 195765.850000 4 6
1175.267000 110665.560000 195752.580000 4 4
1181.125000 131735.520000 216400.570000 4 6
1181.262000 131724.370000 216379.590000 2 4
1181.418000 131735.520000 216379.590000 4 4
1181.496000 131724.370000 216362.840000 2 2
1181.651000 131735.520000 216362.840000 4 2
1189.861000 131724.370000 215767.770000 2 4
1190.019000 131735.520000 215767.770000 4 4
1199.172000 110665.560000 194056.400000 4 6
1203.953000 131735.520000 214795.270000 4 6
1204.116000 131724.370000 214772.840000 2 4
1204.278000 131735.520000 214772.840000 4 4
1204.304000 131724.370000 214759.910000 2 2
1204.465000 131735.520000 214759.910000 4 2
1205.734000 110665.560000 193602.600000 4 6
1209.108000 131724.370000 214429.950000 2 4
1209.271000 131735.520000 214429.950000 4 4
1209.483000 131724.370000 214404.330000 2 2
1209.646000 131735.520000 214404.330000 4 2
1214.275000 110665.560000 193019.200000 4 6
1214.457000 116537.650000 198879.010000 2 2
1214.659000 116537.650000 198865.250000 2 4
1221.183000 116537.650000 198425.430000 2 4
1225.697000 110665.560000 192251.800000 4 6
1230.015000 96493.740000 177793.540000 2 4
1230.302000 96493.740000 177774.590000 2 2
1241.489000 110665.560000 191214.000000 4 6
1249.598000 116537.650000 196563.410000 2 4
1249.684000 116537.650000 196557.870000 2 2
1254.309000 142027.100000 221752.260000 4 4
1254.458000 142027.100000 221742.790000 4 2
1254.661000 142027.100000 221729.920000 4 6
1254.664000 142027.100000 221729.690000 4 4
1255.010000 142027.100000 221707.710000 4 6
1257.581000 142027.100000 221544.810000 4 6
1262.388000 116537.650000 195752.580000 2 4
1264.276000 110665.560000 189762.200000 4 6
1264.753000 142027.100000 221093.950000 4 4
1269.019000 96493.740000 175294.750000 2 4
1269.138000 96493.740000 175287.390000 2 2
1299.106000 110665.560000 187641.600000 4 6
1303.162000 145549.270000 222285.700000 4 2
