18564.300000 221354.470000 226739.680000 5 5
18554.510000 221351.630000 226739.680000 3 5
18365.710000 221296.240000 226739.680000 5 5
18352.460000 221292.310000 226739.680000 7 5
18133.880000 221226.650000 226739.680000 7 5
17630.430000 221069.220000 226739.680000 7 5
17592.550000 221057.010000 226739.680000 5 5
17584.780000 221054.500000 226739.680000 7 5
6555.830000 211490.300000 226739.680000 5 5
6554.230000 211486.580000 226739.680000 3 5
6523.690000 211415.160000 226739.680000 5 5
6521.690000 211410.470000 226739.680000 7 5
6469.680000 211287.230000 226739.680000 7 5
6374.400000 211056.260000 226739.680000 7 5
6364.930000 211032.930000 226739.680000 5 5
6363.770000 211030.070000 226739.680000 7 5
18564.300000 221354.470000 226739.680000 5 7
18416.020000 221311.110000 226739.680000 9 7
18365.710000 221296.240000 226739.680000 5 7
18352.460000 221292.310000 226739.680000 7 7
18151.240000 221231.920000 226739.680000 9 7
18133.880000 221226.650000 226739.680000 7 7
17643.280000 221073.350000 226739.680000 9 7
17630.430000 221069.220000 226739.680000 7 7
17592.550000 221057.010000 226739.680000 5 7
17584.780000 221054.500000 226739.680000 7 7
6555.830000 211490.300000 226739.680000 5 7
6523.690000 211415.160000 226739.680000 5 7
6521.690000 211410.470000 226739.680000 7 7
6518.100000 211402.030000 226739.680000 9 7
6472.870000 211294.850000 226739.680000 9 7
6469.680000 211287.230000 226739.680000 7 7
6376.010000 211060.240000 226739.680000 9 7
6374.400000 211056.260000 226739.680000 7 7
6364.930000 211032.930000 226739.680000 5 7
6363.770000 211030.070000 226739.680000 7 7
18622.640000 221364.000000 226732.340000 13 13
18622.570000 221363.980000 226732.340000 11 13
18622.640000 221364.000000 226732.340000 13 13
18622.570000 221363.980000 226732.340000 11 13
18481.010000 221322.860000 226732.340000 11 13
18622.640000 221364.000000 226732.340000 13 11
18622.570000 221363.980000 226732.340000 11 11
18481.010000 221322.860000 226732.340000 11 11
17964.670000 221167.380000 226732.340000 9 11
18622.640000 221364.000000 226732.340000 13 11
18622.570000 221363.980000 226732.340000 11 11
18481.010000 221322.860000 226732.340000 11 11
18480.670000 221322.760000 226732.340000 9 11
17964.670000 221167.380000 226732.340000 9 11
18622.570000 221363.980000 226732.340000 11 9
18549.420000 221342.810000 226732.340000 7 9
18481.010000 221322.860000 226732.340000 11 9
18480.670000 221322.760000 226732.340000 9 9
17964.670000 221167.380000 226732.340000 9 9
18679.360000 221380.300000 226732.340000 7 9
18549.420000 221342.810000 226732.340000 7 9
18481.010000 221322.860000 226732.340000 11 9
